Statistical profiling result from isolate-0x55934cebc000-29050-v8.log, (164934 ticks, 31979 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      2    0.0%    0.0%  node::EnvGetter(v8::Local<v8::Name>, v8::PropertyCallbackInfo<v8::Value> const&)
      2    0.0%    0.0%  icu_75::SimpleTimeZone::getOffset(unsigned char, int, int, int, unsigned char, int, int, UErrorCode&) const
      2    0.0%    0.0%  __pthread_mutex_destroy@GLIBC_2.2.5
      2    0.0%    0.0%  __popcountdi2@@GCC_3.4
      2    0.0%    0.0%  __munmap@@GLIBC_PRIVATE
      2    0.0%    0.0%  __getpid@@GLIBC_2.2.5
      1    0.0%    0.0%  uv__run_pending
      1    0.0%    0.0%  uv__run_idle
      1    0.0%    0.0%  uv__async_io.part.0
      1    0.0%    0.0%  u_isupper_75
      1    0.0%    0.0%  std::ostream::put(char)@@GLIBCXX_3.4
      1    0.0%    0.0%  std::locale::id::_M_id() const@@GLIBCXX_3.4
      1    0.0%    0.0%  std::filesystem::__cxx11::path::has_root_directory() const@@GLIBCXX_3.4.26
      1    0.0%    0.0%  std::_Rb_tree_insert_and_rebalance(bool, std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node_base&)@@GLIBCXX_3.4
      1    0.0%    0.0%  std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, node::modules::BindingData::PackageConfig>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, node::modules::BindingData::PackageConfig> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_find_before_node(unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long) const
      1    0.0%    0.0%  pthread_create@GLIBC_2.2.5
      1    0.0%    0.0%  posix_memalign@@GLIBC_2.2.5
      1    0.0%    0.0%  operator new[](unsigned long, std::nothrow_t const&)@@GLIBCXX_3.4
      1    0.0%    0.0%  non-virtual thunk to node::PerIsolatePlatformData::NonNestableTasksEnabled() const
      1    0.0%    0.0%  node::modules::BindingData::TraverseParent(node::Realm*, std::filesystem::__cxx11::path const&)
      1    0.0%    0.0%  node::fs::FileHandle::ClosePromise()
      1    0.0%    0.0%  node::NodePlatform::PostTaskOnWorkerThreadImpl(v8::TaskPriority, std::unique_ptr<v8::Task, std::default_delete<v8::Task> >, v8::SourceLocation const&)
      1    0.0%    0.0%  node::NodePlatform::MonotonicallyIncreasingTime()
      1    0.0%    0.0%  node::NodePlatform::CreateJobImpl(v8::TaskPriority, std::unique_ptr<v8::JobTask, std::default_delete<v8::JobTask> >, v8::SourceLocation const&)
      1    0.0%    0.0%  node::InternalCallbackScope::~InternalCallbackScope()
      1    0.0%    0.0%  node::Environment::release_managed_buffer(uv_buf_t const&)
      1    0.0%    0.0%  node::Buffer::Length(v8::Local<v8::Value>)
      1    0.0%    0.0%  icu_75::UnicodeString::doCaseCompare(int, int, char16_t const*, int, int, unsigned int) const
      1    0.0%    0.0%  icu_75::UnicodeSet::add(int, int)
      1    0.0%    0.0%  icu_75::ClockMath::floorDivide(int, int, int*)
      1    0.0%    0.0%  icu_75::ClockMath::floorDivide(int, int)
      1    0.0%    0.0%  __mprotect@@GLIBC_PRIVATE
      1    0.0%    0.0%  __mmap@@GLIBC_PRIVATE
      1    0.0%    0.0%  __lll_lock_wait_private@@GLIBC_PRIVATE
      1    0.0%    0.0%  __libc_calloc@@GLIBC_2.2.5
      1    0.0%    0.0%  __libc_alloca_cutoff@@GLIBC_PRIVATE
      1    0.0%    0.0%  _IO_default_xsputn@@GLIBC_2.2.5

 [Summary]:
   ticks  total  nonlib   name
  74463   45.1%   45.6%  JavaScript
  56786   34.4%   34.8%  C++
   2192    1.3%    1.3%  GC
   1706    1.0%          Shared libraries
  31979   19.4%          Unaccounted

 [C++ entry points]:
   ticks    cpp   total   name
  13021   85.1%    7.9%  void node::StreamBase::JSMethod<&node::StreamBase::WriteBuffer>(v8::FunctionCallbackInfo<v8::Value> const&)
    319    2.1%    0.2%  __libc_malloc@@GLIBC_2.2.5
    211    1.4%    0.1%  node::process::BindingData::FastNumber(v8::Local<v8::Value>)
    191    1.2%    0.1%  node::process::BindingData::SlowNumber(v8::FunctionCallbackInfo<v8::Value> const&)
    182    1.2%    0.1%  __write@@GLIBC_2.2.5
    163    1.1%    0.1%  node::timers::BindingData::FastGetLibuvNow(v8::Local<v8::Object>)
    111    0.7%    0.1%  node::IsConstructCallCallback(v8::FunctionCallbackInfo<v8::Value> const&)
    107    0.7%    0.1%  __libc_free@@GLIBC_2.2.5
     95    0.6%    0.1%  _IO_fwrite@@GLIBC_2.2.5
     80    0.5%    0.0%  void node::Buffer::(anonymous namespace)::StringSlice<(node::encoding)5>(v8::FunctionCallbackInfo<v8::Value> const&)
     68    0.4%    0.0%  void node::Buffer::(anonymous namespace)::StringSlice<(node::encoding)1>(v8::FunctionCallbackInfo<v8::Value> const&)
     64    0.4%    0.0%  node::Buffer::(anonymous namespace)::FastCopy(v8::Local<v8::Value>, v8::FastApiTypedArray<unsigned char> const&, v8::FastApiTypedArray<unsigned char> const&, unsigned int, unsigned int, unsigned int)
     61    0.4%    0.0%  _init
     54    0.4%    0.0%  operator delete(void*, unsigned long)@@CXXABI_1.3.9
     51    0.3%    0.0%  void node::Buffer::(anonymous namespace)::StringWrite<(node::encoding)5>(v8::FunctionCallbackInfo<v8::Value> const&)
     50    0.3%    0.0%  operator new(unsigned long)@@GLIBCXX_3.4
     50    0.3%    0.0%  node::Realm::context() const
     45    0.3%    0.0%  operator delete(void*)@@GLIBCXX_3.4
     45    0.3%    0.0%  node::PrepareStackTraceCallback(v8::Local<v8::Context>, v8::Local<v8::Value>, v8::Local<v8::Array>)
     43    0.3%    0.0%  node::loader::ModuleWrap::New(v8::FunctionCallbackInfo<v8::Value> const&)
     32    0.2%    0.0%  node::PrincipalRealm::prepare_stack_trace_callback() const
     29    0.2%    0.0%  icu_75::OlsonTimeZone::getOffset(double, signed char, int&, int&, UErrorCode&) const
     25    0.2%    0.0%  node::NodePlatform::CurrentClockTimeMillis()
     22    0.1%    0.0%  uprv_floor_75
     21    0.1%    0.0%  pthread_cond_signal@@GLIBC_2.3.2
     19    0.1%    0.0%  unsigned int node::Buffer::(anonymous namespace)::FastWriteString<(node::encoding)1>(v8::Local<v8::Value>, v8::FastApiTypedArray<unsigned char> const&, v8::FastOneByteString const&, unsigned int, unsigned int)
     18    0.1%    0.0%  node::errors::TryCatchScope::~TryCatchScope()
     14    0.1%    0.0%  std::basic_ostream<char, std::char_traits<char> >& std::__ostream_insert<char, std::char_traits<char> >(std::basic_ostream<char, std::char_traits<char> >&, char const*, long)@@GLIBCXX_3.4.9
     11    0.1%    0.0%  std::ostream::sentry::sentry(std::ostream&)@@GLIBCXX_3.4
      9    0.1%    0.0%  __open@@GLIBC_2.2.5
      8    0.1%    0.0%  _IO_file_xsputn@@GLIBC_2.2.5
      7    0.0%    0.0%  icu_75::TimeZone::getOffset(double, signed char, int&, int&, UErrorCode&) const
      7    0.0%    0.0%  icu_75::SimpleTimeZone::compareToRule(signed char, signed char, signed char, signed char, signed char, int, int, icu_75::SimpleTimeZone::EMode, signed char, signed char, signed char, int)
      6    0.0%    0.0%  syscall@@GLIBC_2.2.5
      6    0.0%    0.0%  icu_75::ClockMath::floorDivide(double, int, int*)
      6    0.0%    0.0%  __madvise@@GLIBC_PRIVATE
      5    0.0%    0.0%  icu_75::SimpleTimeZone::getRawOffset() const
      5    0.0%    0.0%  icu_75::Grego::dayToFields(int, int&, int&, int&, int&, int&)
      4    0.0%    0.0%  isprint@@GLIBC_2.2.5
      4    0.0%    0.0%  __pthread_mutex_lock@GLIBC_2.2.5
      3    0.0%    0.0%  node::modules::BindingData::GetPackageJSON(node::Realm*, std::basic_string_view<char, std::char_traits<char> >, node::modules::BindingData::ErrorContext*)
      2    0.0%    0.0%  void node::StreamBase::JSMethod<&(int node::StreamBase::WriteString<(node::encoding)1>(v8::FunctionCallbackInfo<v8::Value> const&))>(v8::FunctionCallbackInfo<v8::Value> const&)
      2    0.0%    0.0%  std::ostreambuf_iterator<char, std::char_traits<char> > std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::_M_insert_int<long>(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, long) const@@GLIBCXX_3.4
      2    0.0%    0.0%  std::ostream& std::ostream::_M_insert<long>(long)@@GLIBCXX_3.4.9
      2    0.0%    0.0%  node::NodeArrayBufferAllocator::Allocate(unsigned long)
      2    0.0%    0.0%  node::EnvGetter(v8::Local<v8::Name>, v8::PropertyCallbackInfo<v8::Value> const&)
      2    0.0%    0.0%  icu_75::SimpleTimeZone::getOffset(unsigned char, int, int, int, unsigned char, int, int, UErrorCode&) const
      1    0.0%    0.0%  uv_mutex_lock
      1    0.0%    0.0%  u_isupper_75
      1    0.0%    0.0%  std::ostream::put(char)@@GLIBCXX_3.4
      1    0.0%    0.0%  std::locale::id::_M_id() const@@GLIBCXX_3.4
      1    0.0%    0.0%  std::filesystem::__cxx11::path::has_root_directory() const@@GLIBCXX_3.4.26
      1    0.0%    0.0%  std::__detail::_Prime_rehash_policy::_M_need_rehash(unsigned long, unsigned long, unsigned long) const@@GLIBCXX_3.4.18
      1    0.0%    0.0%  std::_Rb_tree_insert_and_rebalance(bool, std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node_base&)@@GLIBCXX_3.4
      1    0.0%    0.0%  std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, node::modules::BindingData::PackageConfig>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, node::modules::BindingData::PackageConfig> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_find_before_node(unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long) const
      1    0.0%    0.0%  pthread_create@GLIBC_2.2.5
      1    0.0%    0.0%  posix_memalign@@GLIBC_2.2.5
      1    0.0%    0.0%  non-virtual thunk to node::PerIsolatePlatformData::NonNestableTasksEnabled() const
      1    0.0%    0.0%  node::modules::BindingData::TraverseParent(node::Realm*, std::filesystem::__cxx11::path const&)
      1    0.0%    0.0%  node::fs::FileHandle::ClosePromise()
      1    0.0%    0.0%  node::StringBytes::Encode(v8::Isolate*, char const*, unsigned long, node::encoding, v8::Local<v8::Value>*)
      1    0.0%    0.0%  node::StreamBase::WriteBuffer(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  node::AsyncHooks::DefaultTriggerAsyncIdScope::DefaultTriggerAsyncIdScope(node::AsyncWrap*)
      1    0.0%    0.0%  icu_75::UnicodeString::doCaseCompare(int, int, char16_t const*, int, int, unsigned int) const
      1    0.0%    0.0%  icu_75::UnicodeSet::add(int, int)
      1    0.0%    0.0%  icu_75::ClockMath::floorDivide(int, int, int*)
      1    0.0%    0.0%  icu_75::ClockMath::floorDivide(int, int)
      1    0.0%    0.0%  __read@@GLIBC_2.2.5
      1    0.0%    0.0%  __pthread_rwlock_unlock@GLIBC_2.2.5
      1    0.0%    0.0%  __pthread_mutex_unlock@GLIBC_2.2.5
      1    0.0%    0.0%  __lll_lock_wake_private@@GLIBC_PRIVATE
      1    0.0%    0.0%  __lll_lock_wait_private@@GLIBC_PRIVATE

 [Bottom up (heavy) profile]:
  Note: percentage shows a share of a particular caller in the total
  amount of its parent calls.
  Callers occupying less than 1.0% are not shown.

   ticks parent  name
  39449   23.9%  epoll_pwait@@GLIBC_2.6

  31979   19.4%  UNKNOWN
   5538   17.3%    JS: *exec /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:4403:43
   5501   99.3%      JS: *Query.then /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:4565:32
   5501  100.0%        Builtin: CallApiCallbackOptimizedNoProfiling
   5501  100.0%          JS: *processTicksAndRejections node:internal/process/task_queues:72:35
   4706   14.7%    Builtin: ArrayPrototypeJoin
   4668   99.2%      JS: *prepareStackTraceCallback node:internal/errors:130:35
   4641   99.4%        Builtin: CallApiCallbackOptimizedNoProfiling
   4641  100.0%          JS: *exec /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:4403:43
   4640  100.0%            JS: *Query.then /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:4565:32
   1195    3.7%    JS: *deserializeObject /home/adrian/Brokeify/server/node_modules/bson/lib/bson.cjs:3057:27
    798   66.8%      JS: *internalDeserialize /home/adrian/Brokeify/server/node_modules/bson/lib/bson.cjs:3035:29
    798  100.0%        JS: *next /home/adrian/Brokeify/server/node_modules/mongodb/lib/cursor/abstract_cursor.js:331:15
    798  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
    798  100.0%            Builtin: CallApiCallbackOptimizedNoProfiling
    330   27.6%      JS: *deserializeObject /home/adrian/Brokeify/server/node_modules/bson/lib/bson.cjs:3057:27
    210   63.6%        JS: *toObject /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/wire_protocol/responses.js:142:13
    208   99.0%          JS: *sendCommand /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/connection.js:261:23
    208  100.0%            Builtin: AsyncGeneratorAwaitResolveClosure
     57   17.3%        JS: *deserializeObject /home/adrian/Brokeify/server/node_modules/bson/lib/bson.cjs:3057:27
     57  100.0%          JS: *internalDeserialize /home/adrian/Brokeify/server/node_modules/bson/lib/bson.cjs:3035:29
     57  100.0%            JS: *next /home/adrian/Brokeify/server/node_modules/mongodb/lib/cursor/abstract_cursor.js:331:15
     45   13.6%        JS: *internalDeserialize /home/adrian/Brokeify/server/node_modules/bson/lib/bson.cjs:3035:29
     45  100.0%          JS: *next /home/adrian/Brokeify/server/node_modules/mongodb/lib/cursor/abstract_cursor.js:331:15
     45  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
     13    3.9%        JS: *toObject /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/wire_protocol/on_demand/document.js:207:13
     13  100.0%          JS: ^toObject /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/wire_protocol/responses.js:142:13
     13  100.0%            JS: *sendCommand /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/connection.js:261:23
      5    1.5%        JS: ^internalDeserialize /home/adrian/Brokeify/server/node_modules/bson/lib/bson.cjs:3035:29
      5  100.0%          JS: ^deserialize /home/adrian/Brokeify/server/node_modules/bson/lib/bson.cjs:4515:21
      5  100.0%            JS: ^toObject /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/wire_protocol/on_demand/document.js:207:13
     61    5.1%      JS: *toObject /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/wire_protocol/responses.js:142:13
     61  100.0%        JS: *sendCommand /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/connection.js:261:23
     61  100.0%          Builtin: AsyncGeneratorAwaitResolveClosure
     61  100.0%            Builtin: CallApiCallbackOptimizedNoProfiling
    992    3.1%    Builtin: ArrayFrom
    985   99.3%      JS: *NativeCollection.<computed> /home/adrian/Brokeify/server/node_modules/mongoose/lib/drivers/node-mongodb-native/collection.js:94:43
    775   78.7%        JS: *_findOne /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:2646:51
    760   98.1%          JS: *exec /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:4403:43
    760  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      9    1.2%          JS: ^exec /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:4403:43
      9  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
    200   20.3%        JS: *_findOneAndUpdate /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3419:69
    177   88.5%          JS: *exec /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:4403:43
    177  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
     23   11.5%          Builtin: AsyncFunctionAwaitResolveClosure
     23  100.0%            Builtin: CallApiCallbackOptimizedNoProfiling
    867    2.7%    JS: *init /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:733:14
    865   99.8%      JS: *Document.$__init /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:679:38
    863   99.8%        JS: *completeOne /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3247:21
    804   93.2%          JS: *_findOne /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:2646:51
    804  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
     52    6.0%          JS: *<anonymous> /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3483:22
     52  100.0%            JS: *_findOneAndUpdate /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3419:69
    767    2.4%    JS: *processTicksAndRejections node:internal/process/task_queues:72:35
    682    2.1%    JS: *Timeout /home/adrian/Brokeify/server/node_modules/mongodb/lib/timeout.js:39:16
    655   96.0%      JS: *get serverSelectionTimeout /home/adrian/Brokeify/server/node_modules/mongodb/lib/timeout.js:255:31
    655  100.0%        JS: *selectServer /home/adrian/Brokeify/server/node_modules/mongodb/lib/sdam/topology.js:247:23
    644   98.3%          JS: *tryOperation /home/adrian/Brokeify/server/node_modules/mongodb/lib/operations/execute_operation.js:129:28
    644  100.0%            JS: *executeOperation /home/adrian/Brokeify/server/node_modules/mongodb/lib/operations/execute_operation.js:32:32
     11    1.7%          JS: ^tryOperation /home/adrian/Brokeify/server/node_modules/mongodb/lib/operations/execute_operation.js:129:28
      6   54.5%            JS: ^executeOperation /home/adrian/Brokeify/server/node_modules/mongodb/lib/operations/execute_operation.js:32:32
      5   45.5%            JS: *executeOperation /home/adrian/Brokeify/server/node_modules/mongodb/lib/operations/execute_operation.js:32:32
     24    3.5%      Builtin: PromisePrototypeThen
     24  100.0%        Builtin: CallApiCallbackOptimizedNoProfiling
     24  100.0%          JS: *processTicksAndRejections node:internal/process/task_queues:72:35
    672    2.1%    Builtin: StringPrototypeSplit
    371   55.2%      JS: *get ns /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/wire_protocol/responses.js:175:11
    368   99.2%        JS: *cursorInit /home/adrian/Brokeify/server/node_modules/mongodb/lib/cursor/abstract_cursor.js:625:21
    368  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
    368  100.0%            Builtin: CallApiCallbackOptimizedNoProfiling
    133   19.8%      JS: *get /home/adrian/Brokeify/server/node_modules/mongoose/lib/helpers/get.js:9:30
    131   98.5%        JS: *analyzePath /home/adrian/Brokeify/server/node_modules/mongoose/lib/queryHelpers.js:293:23
    131  100.0%          JS: *applyPaths /home/adrian/Brokeify/server/node_modules/mongoose/lib/queryHelpers.js:129:41
     72   55.0%            JS: *Query._optionsForExec /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:2058:43
     59   45.0%            JS: *completeOne /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3247:21
    107   15.9%      JS: *analyzePath /home/adrian/Brokeify/server/node_modules/mongoose/lib/queryHelpers.js:293:23
    107  100.0%        JS: *applyPaths /home/adrian/Brokeify/server/node_modules/mongoose/lib/queryHelpers.js:129:41
     58   54.2%          JS: *completeOne /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3247:21
     58  100.0%            JS: *_findOne /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:2646:51
     49   45.8%          JS: *Query._optionsForExec /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:2058:43
     41   83.7%            JS: *_findOne /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:2646:51
      7   14.3%            JS: *_findOneAndUpdate /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3419:69
      1    2.0%            JS: ^_findOneAndDelete /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3553:69
     54    8.0%      JS: *Subdocument.markModified /home/adrian/Brokeify/server/node_modules/mongoose/lib/types/subdocument.js:165:46
     54  100.0%        JS: *Document.$__set /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:1674:37
     52   96.3%          JS: *$set /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:1037:40
     20   38.5%            JS: *<anonymous> file:///home/adrian/Brokeify/server/computation/simulator.js:110:33
     17   32.7%            JS: *set /home/adrian/Brokeify/server/node_modules/mongoose/lib/helpers/document/compile.js:204:20
     15   28.8%            JS: *$set /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:1037:40
      2    3.7%          JS: ^$set /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:1037:40
      2  100.0%            JS: *set /home/adrian/Brokeify/server/node_modules/mongoose/lib/helpers/document/compile.js:204:20
    650    2.0%    JS: *<anonymous> /home/adrian/Brokeify/server/node_modules/kareem/index.js:190:29
    650  100.0%      JS: *processTicksAndRejections node:internal/process/task_queues:72:35
    595    1.9%    JS: *onData /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/wire_protocol/on_data.js:12:16
    589   99.0%      JS: *readMany /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/connection.js:417:20
    589  100.0%        Builtin: AsyncGeneratorPrototypeNext
    589  100.0%          JS: *sendWire /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/connection.js:225:20
    589  100.0%            Builtin: AsyncGeneratorAwaitResolveClosure
      6    1.0%      JS: ^readMany /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/connection.js:417:20
      6  100.0%        Builtin: AsyncGeneratorPrototypeNext
      6  100.0%          JS: ^sendWire /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/connection.js:225:20
      6  100.0%            Builtin: AsyncGeneratorAwaitResolveClosure
    541    1.7%    JS: *get /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/wire_protocol/responses.js:43:8
    507   93.7%      JS: *get ok /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/wire_protocol/responses.js:116:11
    506   99.8%        JS: *sendCommand /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/connection.js:261:23
    506  100.0%          Builtin: AsyncGeneratorAwaitResolveClosure
    506  100.0%            Builtin: CallApiCallbackOptimizedNoProfiling
     26    4.8%      JS: *updateSessionFromResponse /home/adrian/Brokeify/server/node_modules/mongodb/lib/sessions.js:816:35
     26  100.0%        JS: *sendCommand /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/connection.js:261:23
     26  100.0%          Builtin: AsyncGeneratorAwaitResolveClosure
     26  100.0%            Builtin: CallApiCallbackOptimizedNoProfiling
    488    1.5%    Builtin: ObjectAssign
    357   73.2%      JS: *_findOneAndUpdate /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3419:69
    357  100.0%        JS: *exec /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:4403:43
    357  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
    357  100.0%            Builtin: CallApiCallbackOptimizedNoProfiling
    116   23.8%      JS: *resolveOptions /home/adrian/Brokeify/server/node_modules/mongodb/lib/utils.js:425:24
    114   98.3%        JS: *findOneAndUpdate /home/adrian/Brokeify/server/node_modules/mongodb/lib/collection.js:499:27
    114  100.0%          JS: *NativeCollection.<computed> /home/adrian/Brokeify/server/node_modules/mongoose/lib/drivers/node-mongodb-native/collection.js:94:43
    114  100.0%            JS: *_findOneAndUpdate /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3419:69
      2    1.7%        JS: ^findOneAndUpdate /home/adrian/Brokeify/server/node_modules/mongodb/lib/collection.js:499:27
      2  100.0%          JS: *NativeCollection.<computed> /home/adrian/Brokeify/server/node_modules/mongoose/lib/drivers/node-mongodb-native/collection.js:94:43
      2  100.0%            JS: ^_findOneAndUpdate /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3419:69
     12    2.5%      JS: ^_findOneAndUpdate /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3419:69
     10   83.3%        JS: *exec /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:4403:43
     10  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
     10  100.0%            Builtin: CallApiCallbackOptimizedNoProfiling
      2   16.7%        JS: ^exec /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:4403:43
      2  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
      2  100.0%            Builtin: CallApiCallbackOptimizedNoProfiling
    476    1.5%    JS: *Document /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:89:18
    435   91.4%      JS: *Model /home/adrian/Brokeify/server/node_modules/mongoose/lib/model.js:117:15
    432   99.3%        JS: *model /home/adrian/Brokeify/server/node_modules/mongoose/lib/model.js:4771:27
    426   98.6%          JS: *completeOne /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3247:21
    385   90.4%            JS: *_findOne /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:2646:51
     39    9.2%            JS: *<anonymous> /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3483:22
     38    8.0%      JS: *ArraySubdocument /home/adrian/Brokeify/server/node_modules/mongoose/lib/types/arraySubdocument.js:25:26
     38  100.0%        JS: *EmbeddedDocument /home/adrian/Brokeify/server/node_modules/mongoose/lib/schema/documentArray.js:130:28
     17   44.7%          JS: ^_cast /home/adrian/Brokeify/server/node_modules/mongoose/lib/types/documentArray/methods/index.js:52:8
     17  100.0%            JS: ^_mapCast /home/adrian/Brokeify/server/node_modules/mongoose/lib/types/array/methods/index.js:262:11
     14   36.8%          JS: *_mapCast /home/adrian/Brokeify/server/node_modules/mongoose/lib/types/array/methods/index.js:262:11
     14  100.0%            Builtin: ArrayMap
      7   18.4%          JS: *SchemaDocumentArray.cast /home/adrian/Brokeify/server/node_modules/mongoose/lib/schema/documentArray.js:402:46
      7  100.0%            JS: *$set /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:1037:40
    385    1.2%    JS: *analyzePath /home/adrian/Brokeify/server/node_modules/mongoose/lib/queryHelpers.js:293:23
    380   98.7%      JS: *applyPaths /home/adrian/Brokeify/server/node_modules/mongoose/lib/queryHelpers.js:129:41
    272   71.6%        JS: *completeOne /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3247:21
    271   99.6%          JS: *_findOne /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:2646:51
    271  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
    107   28.2%        JS: *Query._optionsForExec /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:2058:43
     96   89.7%          JS: *_findOne /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:2646:51
     96  100.0%            JS: *exec /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:4403:43
     11   10.3%          JS: *_findOneAndUpdate /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3419:69
     11  100.0%            JS: *exec /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:4403:43
