Statistical profiling result from isolate-0x55934cebc000-29050-v8.log, (164934 ticks, 31979 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1    2.9%          JS: *_findOneAndUpdate /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3419:69
      1  100.0%            JS: *exec /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:4403:43
     15   30.0%        JS: *_findOneAndUpdate /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3419:69
     15  100.0%          JS: *exec /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:4403:43
     15  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
     29   17.7%      JS: *Model.findByIdAndUpdate /home/adrian/Brokeify/server/node_modules/mongoose/lib/model.js:2456:35
     17   58.6%        JS: *update file:///home/adrian/Brokeify/server/db/controllers/InvestmentController.js:77:17
     11   64.7%          JS: *rebalanceInvestments file:///home/adrian/Brokeify/server/computation/simulator.js:707:36
     11  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      5   29.4%          JS: *processExpenses file:///home/adrian/Brokeify/server/computation/simulator.js:397:31
      5  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      1    5.9%          JS: ^simulate file:///home/adrian/Brokeify/server/computation/simulator.js:798:31
      1  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      9   31.0%        JS: *updateInvestments file:///home/adrian/Brokeify/server/computation/simulator.js:195:33
      9  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
      9  100.0%            Builtin: CallApiCallbackOptimizedNoProfiling
      1    3.4%        JS: ^update file:///home/adrian/Brokeify/server/db/controllers/ResultController.js:61:17
      1  100.0%          JS: ^simulate file:///home/adrian/Brokeify/server/computation/simulator.js:798:31
      1  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      1    3.4%        JS: *update file:///home/adrian/Brokeify/server/db/controllers/ResultController.js:61:17
      1  100.0%          JS: *simulate file:///home/adrian/Brokeify/server/computation/simulator.js:798:31
      1  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      1    3.4%        JS: *update file:///home/adrian/Brokeify/server/db/controllers/EventController.js:94:17
      1  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
      1  100.0%            Builtin: CallApiCallbackOptimizedNoProfiling
     11    6.7%      JS: *clone /home/adrian/Brokeify/server/node_modules/mongoose/lib/helpers/clone.js:30:15
      6   54.5%        JS: *Query._optionsForExec /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:2058:43
      6  100.0%          JS: *_findOneAndUpdate /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3419:69
      6  100.0%            JS: *exec /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:4403:43
      3   27.3%        JS: *Document.$toObject /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:3787:40
      2   66.7%          JS: *<anonymous> file:///home/adrian/Brokeify/server/computation/simulator.js:182:45
      2  100.0%            Builtin: ArrayPrototypeFind
      1   33.3%          JS: *Document.toString /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:4435:39
      1  100.0%            JS: ^<anonymous> file:///home/adrian/Brokeify/server/computation/simulator.js:182:45
      2   18.2%        JS: *Model.findByIdAndUpdate /home/adrian/Brokeify/server/node_modules/mongoose/lib/model.js:2456:35
      1   50.0%          JS: *updateInvestments file:///home/adrian/Brokeify/server/computation/simulator.js:195:33
      1  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      1   50.0%          JS: *update file:///home/adrian/Brokeify/server/db/controllers/InvestmentController.js:77:17
      1  100.0%            JS: *processExpenses file:///home/adrian/Brokeify/server/computation/simulator.js:397:31
      7    4.3%      JS: *SchemaType.getDefault /home/adrian/Brokeify/server/node_modules/mongoose/lib/schemaType.js:1171:43
      7  100.0%        JS: *applyDefaults /home/adrian/Brokeify/server/node_modules/mongoose/lib/helpers/document/applyDefaults.js:5:40
      7  100.0%          JS: *Document /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:89:18
      5   71.4%            JS: *Model /home/adrian/Brokeify/server/node_modules/mongoose/lib/model.js:117:15
      2   28.6%            JS: *ArraySubdocument /home/adrian/Brokeify/server/node_modules/mongoose/lib/types/arraySubdocument.js:25:26
      5    3.0%      JS: *Query._mergeUpdate /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3844:40
      5  100.0%        JS: *Model.findByIdAndUpdate /home/adrian/Brokeify/server/node_modules/mongoose/lib/model.js:2456:35
      3   60.0%          JS: *update file:///home/adrian/Brokeify/server/db/controllers/EventController.js:94:17
      3  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      1   20.0%          JS: *updateInvestments file:///home/adrian/Brokeify/server/computation/simulator.js:195:33
      1  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      1   20.0%          JS: *update file:///home/adrian/Brokeify/server/db/controllers/InvestmentController.js:77:17
      1  100.0%            JS: *processExpenses file:///home/adrian/Brokeify/server/computation/simulator.js:397:31
      4    2.4%      JS: *SchemaType.doValidate /home/adrian/Brokeify/server/node_modules/mongoose/lib/schemaType.js:1319:43
      4  100.0%        JS: *module.exports /home/adrian/Brokeify/server/node_modules/mongoose/lib/helpers/updateValidators.js:24:26
      3   75.0%          JS: *validate /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3938:51
      3  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      1   25.0%          JS: ^<anonymous> /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3948:23
      1  100.0%            Builtin: PromiseConstructor
      3    1.8%      JS: *Document.$toObject /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:3787:40
      2   66.7%        JS: *Document.toString /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:4435:39
      2  100.0%          JS: ^<anonymous> file:///home/adrian/Brokeify/server/computation/simulator.js:182:45
      2  100.0%            Builtin: ArrayPrototypeFind
      1   33.3%        JS: *Document.toObject /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:4076:39
      1  100.0%          JS: ^Model.$__handleSave /home/adrian/Brokeify/server/node_modules/mongoose/lib/model.js:321:41
      1  100.0%            JS: ^Model.$__save /home/adrian/Brokeify/server/node_modules/mongoose/lib/model.js:496:35
    159    1.9%    JS: *$set /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:1037:40
     89   56.0%      JS: *set /home/adrian/Brokeify/server/node_modules/mongoose/lib/helpers/document/compile.js:204:20
     53   59.6%        JS: *updateInvestments file:///home/adrian/Brokeify/server/computation/simulator.js:195:33
     53  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
     53  100.0%            Builtin: CallApiCallbackOptimizedNoProfiling
     14   15.7%        JS: ^<anonymous> file:///home/adrian/Brokeify/server/computation/simulator.js:110:33
     14  100.0%          Builtin: ArrayForEach
     12   85.7%            JS: *updateTaxBracketsForInflation file:///home/adrian/Brokeify/server/computation/simulator.js:107:39
      2   14.3%            JS: ^updateTaxBracketsForInflation file:///home/adrian/Brokeify/server/computation/simulator.js:107:39
      6    6.7%        JS: ^updateContributionLimitsForInflation file:///home/adrian/Brokeify/server/computation/simulator.js:119:46
      6  100.0%          JS: ^simulate file:///home/adrian/Brokeify/server/computation/simulator.js:798:31
      6  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      6    6.7%        JS: *adjustEventAmount file:///home/adrian/Brokeify/server/computation/simulator.js:123:33
      5   83.3%          JS: ^simulate file:///home/adrian/Brokeify/server/computation/simulator.js:798:31
      5  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      1   16.7%          JS: *simulate file:///home/adrian/Brokeify/server/computation/simulator.js:798:31
      1  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      4    4.5%        JS: ^simulate file:///home/adrian/Brokeify/server/computation/simulator.js:798:31
      4  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
      4  100.0%            Builtin: CallApiCallbackOptimizedNoProfiling
      3    3.4%        JS: ^updateInvestments file:///home/adrian/Brokeify/server/computation/simulator.js:195:33
      3  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
      3  100.0%            Builtin: CallApiCallbackOptimizedNoProfiling
      1    1.1%        JS: ^processExpenses file:///home/adrian/Brokeify/server/computation/simulator.js:397:31
      1  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
      1  100.0%            Builtin: CallApiCallbackOptimizedNoProfiling
      1    1.1%        JS: ^adjustEventAmount file:///home/adrian/Brokeify/server/computation/simulator.js:123:33
      1  100.0%          JS: ^simulate file:///home/adrian/Brokeify/server/computation/simulator.js:798:31
      1  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      1    1.1%        JS: *simulate file:///home/adrian/Brokeify/server/computation/simulator.js:798:31
      1  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
      1  100.0%            Builtin: CallApiCallbackOptimizedNoProfiling
     25   15.7%      JS: *Document /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:89:18
     18   72.0%        JS: *ArraySubdocument /home/adrian/Brokeify/server/node_modules/mongoose/lib/types/arraySubdocument.js:25:26
     18  100.0%          JS: *EmbeddedDocument /home/adrian/Brokeify/server/node_modules/mongoose/lib/schema/documentArray.js:130:28
      9   50.0%            JS: *_mapCast /home/adrian/Brokeify/server/node_modules/mongoose/lib/types/array/methods/index.js:262:11
      6   33.3%            JS: ^_cast /home/adrian/Brokeify/server/node_modules/mongoose/lib/types/documentArray/methods/index.js:52:8
      3   16.7%            JS: *SchemaDocumentArray.cast /home/adrian/Brokeify/server/node_modules/mongoose/lib/schema/documentArray.js:402:46
      5   20.0%        JS: *Model /home/adrian/Brokeify/server/node_modules/mongoose/lib/model.js:117:15
      5  100.0%          JS: *model /home/adrian/Brokeify/server/node_modules/mongoose/lib/model.js:4771:27
      3   60.0%            JS: ^create file:///home/adrian/Brokeify/server/db/controllers/EventController.js:27:17
      1   20.0%            JS: ~create file:///home/adrian/Brokeify/server/db/controllers/ScenarioController.js:24:17
      1   20.0%            JS: ^create file:///home/adrian/Brokeify/server/db/controllers/SimulationController.js:25:17
      2    8.0%        JS: ^Subdocument /home/adrian/Brokeify/server/node_modules/mongoose/lib/types/subdocument.js:18:21
      2  100.0%          JS: ^ArraySubdocument /home/adrian/Brokeify/server/node_modules/mongoose/lib/types/arraySubdocument.js:25:26
      2  100.0%            JS: ^EmbeddedDocument /home/adrian/Brokeify/server/node_modules/mongoose/lib/schema/documentArray.js:130:28
     15    9.4%      JS: *$set /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:1037:40
     15  100.0%        JS: *Document /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:89:18
     13   86.7%          JS: *ArraySubdocument /home/adrian/Brokeify/server/node_modules/mongoose/lib/types/arraySubdocument.js:25:26
     13  100.0%            JS: *EmbeddedDocument /home/adrian/Brokeify/server/node_modules/mongoose/lib/schema/documentArray.js:130:28
      2   13.3%          JS: *Model /home/adrian/Brokeify/server/node_modules/mongoose/lib/model.js:117:15
      2  100.0%            JS: *model /home/adrian/Brokeify/server/node_modules/mongoose/lib/model.js:4771:27
     12    7.5%      JS: *rebalanceInvestments file:///home/adrian/Brokeify/server/computation/simulator.js:707:36
     12  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
     12  100.0%          Builtin: CallApiCallbackOptimizedNoProfiling
     12  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:72:35
     11    6.9%      JS: *<anonymous> file:///home/adrian/Brokeify/server/computation/simulator.js:110:33
     11  100.0%        Builtin: ArrayForEach
      9   81.8%          JS: *updateTaxBracketsForInflation file:///home/adrian/Brokeify/server/computation/simulator.js:107:39
      7   77.8%            JS: ^simulate file:///home/adrian/Brokeify/server/computation/simulator.js:798:31
      2   22.2%            JS: *simulate file:///home/adrian/Brokeify/server/computation/simulator.js:798:31
      2   18.2%          JS: ^updateTaxBracketsForInflation file:///home/adrian/Brokeify/server/computation/simulator.js:107:39
      2  100.0%            JS: ^simulate file:///home/adrian/Brokeify/server/computation/simulator.js:798:31
      4    2.5%      JS: *adjustEventAmount file:///home/adrian/Brokeify/server/computation/simulator.js:123:33
      4  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
      4  100.0%          Builtin: CallApiCallbackOptimizedNoProfiling
      4  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:72:35
      2    1.3%      JS: *processInvestmentEvents file:///home/adrian/Brokeify/server/computation/simulator.js:573:39
      2  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
      2  100.0%          Builtin: CallApiCallbackOptimizedNoProfiling
      2  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:72:35
    140    1.6%    JS: *resolveOptions /home/adrian/Brokeify/server/node_modules/mongodb/lib/utils.js:425:24
    113   80.7%      JS: *findOne /home/adrian/Brokeify/server/node_modules/mongodb/lib/collection.js:275:18
    113  100.0%        JS: *NativeCollection.<computed> /home/adrian/Brokeify/server/node_modules/mongoose/lib/drivers/node-mongodb-native/collection.js:94:43
    113  100.0%          JS: *_findOne /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:2646:51
    110   97.3%            JS: *exec /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:4403:43
      2    1.8%            JS: ^exec /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:4403:43
     26   18.6%      JS: *findOneAndUpdate /home/adrian/Brokeify/server/node_modules/mongodb/lib/collection.js:499:27
     26  100.0%        JS: *NativeCollection.<computed> /home/adrian/Brokeify/server/node_modules/mongoose/lib/drivers/node-mongodb-native/collection.js:94:43
     26  100.0%          JS: *_findOneAndUpdate /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3419:69
     22   84.6%            JS: *exec /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:4403:43
      4   15.4%            Builtin: AsyncFunctionAwaitResolveClosure
    118    1.4%    JS: *updateSessionFromResponse /home/adrian/Brokeify/server/node_modules/mongodb/lib/sessions.js:816:35
    116   98.3%      JS: *sendCommand /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/connection.js:261:23
    116  100.0%        Builtin: AsyncGeneratorAwaitResolveClosure
    116  100.0%          Builtin: CallApiCallbackOptimizedNoProfiling
    116  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:72:35
      2    1.7%      JS: ^sendCommand /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/connection.js:261:23
      2  100.0%        Builtin: AsyncGeneratorAwaitResolveClosure
      2  100.0%          Builtin: CallApiCallbackOptimizedNoProfiling
      2  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:72:35
    109    1.3%    JS: *_findOneAndUpdate /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3419:69
     95   87.2%      JS: *exec /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:4403:43
     95  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
     95  100.0%          Builtin: CallApiCallbackOptimizedNoProfiling
     95  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:72:35
     14   12.8%      Builtin: AsyncFunctionAwaitResolveClosure
     14  100.0%        Builtin: CallApiCallbackOptimizedNoProfiling
     14  100.0%          JS: *processTicksAndRejections node:internal/process/task_queues:72:35
     96    1.1%    JS: *findOne /home/adrian/Brokeify/server/node_modules/mongodb/lib/collection.js:275:18
     96  100.0%      JS: *NativeCollection.<computed> /home/adrian/Brokeify/server/node_modules/mongoose/lib/drivers/node-mongodb-native/collection.js:94:43
     96  100.0%        JS: *_findOne /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:2646:51
     92   95.8%          JS: *exec /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:4403:43
     92  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      3    3.1%          JS: *_findOneAndUpdate /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3419:69
      3  100.0%            JS: *exec /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:4403:43
      1    1.0%          JS: ^exec /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:4403:43
      1  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
     89    1.0%    JS: *set /home/adrian/Brokeify/server/node_modules/mongoose/lib/helpers/document/compile.js:204:20
     48   53.9%      JS: *updateInvestments file:///home/adrian/Brokeify/server/computation/simulator.js:195:33
     48  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
     48  100.0%          Builtin: CallApiCallbackOptimizedNoProfiling
     48  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:72:35
     16   18.0%      JS: ^<anonymous> file:///home/adrian/Brokeify/server/computation/simulator.js:110:33
     16  100.0%        Builtin: ArrayForEach
     14   87.5%          JS: *updateTaxBracketsForInflation file:///home/adrian/Brokeify/server/computation/simulator.js:107:39
     10   71.4%            JS: ^simulate file:///home/adrian/Brokeify/server/computation/simulator.js:798:31
      4   28.6%            JS: *simulate file:///home/adrian/Brokeify/server/computation/simulator.js:798:31
      2   12.5%          JS: ^updateTaxBracketsForInflation file:///home/adrian/Brokeify/server/computation/simulator.js:107:39
      2  100.0%            JS: ^simulate file:///home/adrian/Brokeify/server/computation/simulator.js:798:31
      7    7.9%      JS: ^adjustEventAmount file:///home/adrian/Brokeify/server/computation/simulator.js:123:33
      5   71.4%        JS: ^simulate file:///home/adrian/Brokeify/server/computation/simulator.js:798:31
      5  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
      5  100.0%            Builtin: CallApiCallbackOptimizedNoProfiling
      2   28.6%        Builtin: AsyncFunctionAwaitResolveClosure
      2  100.0%          Builtin: CallApiCallbackOptimizedNoProfiling
      2  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:72:35
      4    4.5%      JS: ^updateContributionLimitsForInflation file:///home/adrian/Brokeify/server/computation/simulator.js:119:46
      4  100.0%        JS: ^simulate file:///home/adrian/Brokeify/server/computation/simulator.js:798:31
      4  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
      4  100.0%            Builtin: CallApiCallbackOptimizedNoProfiling
      4    4.5%      JS: *adjustEventAmount file:///home/adrian/Brokeify/server/computation/simulator.js:123:33
      3   75.0%        JS: ^simulate file:///home/adrian/Brokeify/server/computation/simulator.js:798:31
      3  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
      3  100.0%            Builtin: CallApiCallbackOptimizedNoProfiling
      1   25.0%        JS: *simulate file:///home/adrian/Brokeify/server/computation/simulator.js:798:31
      1  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
      1  100.0%            Builtin: CallApiCallbackOptimizedNoProfiling
      3    3.4%      JS: ^simulate file:///home/adrian/Brokeify/server/computation/simulator.js:798:31
      3  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
      3  100.0%          Builtin: CallApiCallbackOptimizedNoProfiling
      3  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:72:35
      3    3.4%      JS: *simulate file:///home/adrian/Brokeify/server/computation/simulator.js:798:31
      3  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
      3  100.0%          Builtin: CallApiCallbackOptimizedNoProfiling
      3  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:72:35
      2    2.2%      JS: ^updateInvestments file:///home/adrian/Brokeify/server/computation/simulator.js:195:33
      2  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
      2  100.0%          Builtin: CallApiCallbackOptimizedNoProfiling
      2  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:72:35
      1    1.1%      JS: ^rebalanceInvestments file:///home/adrian/Brokeify/server/computation/simulator.js:707:36
      1  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
      1  100.0%          Builtin: CallApiCallbackOptimizedNoProfiling
      1  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:72:35
      1    1.1%      JS: ^processExpenses file:///home/adrian/Brokeify/server/computation/simulator.js:397:31
      1  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
      1  100.0%          Builtin: CallApiCallbackOptimizedNoProfiling
      1  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:72:35
     88    1.0%    JS: *resolveBSONOptions /home/adrian/Brokeify/server/node_modules/mongodb/lib/bson.js:61:28
     88  100.0%      JS: *resolveOptions /home/adrian/Brokeify/server/node_modules/mongodb/lib/utils.js:425:24
     59   67.0%        JS: *findOne /home/adrian/Brokeify/server/node_modules/mongodb/lib/collection.js:275:18
     59  100.0%          JS: *NativeCollection.<computed> /home/adrian/Brokeify/server/node_modules/mongoose/lib/drivers/node-mongodb-native/collection.js:94:43
     59  100.0%            JS: *_findOne /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:2646:51
     29   33.0%        JS: *findOneAndUpdate /home/adrian/Brokeify/server/node_modules/mongodb/lib/collection.js:499:27
     29  100.0%          JS: *NativeCollection.<computed> /home/adrian/Brokeify/server/node_modules/mongoose/lib/drivers/node-mongodb-native/collection.js:94:43
     29  100.0%            JS: *_findOneAndUpdate /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3419:69
     87    1.0%    JS: *get /home/adrian/Brokeify/server/node_modules/mongoose/lib/helpers/document/compile.js:196:20
     21   24.1%      JS: *updateInvestments file:///home/adrian/Brokeify/server/computation/simulator.js:195:33
     21  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
     21  100.0%          Builtin: CallApiCallbackOptimizedNoProfiling
     21  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:72:35
     11   12.6%      JS: ^simulate file:///home/adrian/Brokeify/server/computation/simulator.js:798:31
     11  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
     11  100.0%          Builtin: CallApiCallbackOptimizedNoProfiling
     11  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:72:35
     10   11.5%      JS: *rebalanceInvestments file:///home/adrian/Brokeify/server/computation/simulator.js:707:36
      9   90.0%        Builtin: AsyncFunctionAwaitResolveClosure
      9  100.0%          Builtin: CallApiCallbackOptimizedNoProfiling
      9  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:72:35
      1   10.0%        JS: ^simulate file:///home/adrian/Brokeify/server/computation/simulator.js:798:31
      1  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
      1  100.0%            Builtin: CallApiCallbackOptimizedNoProfiling
      6    6.9%      JS: *idGetter /home/adrian/Brokeify/server/node_modules/mongoose/lib/helpers/schema/idGetter.js:28:18
      4   66.7%        JS: *VirtualType.applyGetters /home/adrian/Brokeify/server/node_modules/mongoose/lib/virtualType.js:143:46
      4  100.0%          JS: *Document.get /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:1893:34
      2   50.0%            JS: *get /home/adrian/Brokeify/server/node_modules/mongoose/lib/helpers/document/compile.js:196:20
      1   25.0%            JS: *rebalanceInvestments file:///home/adrian/Brokeify/server/computation/simulator.js:707:36
      1   25.0%            JS: *adjustEventAmount file:///home/adrian/Brokeify/server/computation/simulator.js:123:33
      2   33.3%        JS: *applyVirtuals /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:4084:23
      2  100.0%          JS: *Document.$toObject /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:3787:40
      1   50.0%            JS: *processRMDs file:///home/adrian/Brokeify/server/computation/simulator.js:157:27
      1   50.0%            JS: *Document.toString /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:4435:39
      5    5.7%      JS: *sample file:///home/adrian/Brokeify/server/computation/simulator.js:14:22
      5  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
      5  100.0%          Builtin: CallApiCallbackOptimizedNoProfiling
      5  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:72:35
      4    4.6%      JS: *simulate file:///home/adrian/Brokeify/server/computation/simulator.js:798:31
      4  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
      4  100.0%          Builtin: CallApiCallbackOptimizedNoProfiling
      4  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:72:35
      3    3.4%      JS: ^<anonymous> file:///home/adrian/Brokeify/server/computation/simulator.js:110:33
      3  100.0%        Builtin: ArrayForEach
      2   66.7%          JS: *updateTaxBracketsForInflation file:///home/adrian/Brokeify/server/computation/simulator.js:107:39
      2  100.0%            JS: ^simulate file:///home/adrian/Brokeify/server/computation/simulator.js:798:31
      1   33.3%          JS: ^updateTaxBracketsForInflation file:///home/adrian/Brokeify/server/computation/simulator.js:107:39
      1  100.0%            JS: ^simulate file:///home/adrian/Brokeify/server/computation/simulator.js:798:31
      3    3.4%      JS: *processExpenses file:///home/adrian/Brokeify/server/computation/simulator.js:397:31
      3  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
      3  100.0%          Builtin: CallApiCallbackOptimizedNoProfiling
      3  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:72:35
      2    2.3%      JS: ^rebalanceInvestments file:///home/adrian/Brokeify/server/computation/simulator.js:707:36
      2  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
      2  100.0%          Builtin: CallApiCallbackOptimizedNoProfiling
      2  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:72:35
      2    2.3%      JS: ^processInvestmentEvents file:///home/adrian/Brokeify/server/computation/simulator.js:573:39
      1   50.0%        JS: ^simulate file:///home/adrian/Brokeify/server/computation/simulator.js:798:31
      1  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
      1  100.0%            Builtin: CallApiCallbackOptimizedNoProfiling
      1   50.0%        Builtin: AsyncFunctionAwaitResolveClosure
      1  100.0%          Builtin: CallApiCallbackOptimizedNoProfiling
      1  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:72:35
      2    2.3%      JS: ^processExpenses file:///home/adrian/Brokeify/server/computation/simulator.js:397:31
      2  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
      2  100.0%          Builtin: CallApiCallbackOptimizedNoProfiling
      2  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:72:35
      2    2.3%      JS: ^processDiscretionaryExpenses file:///home/adrian/Brokeify/server/computation/simulator.js:477:44
      2  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
      2  100.0%          Builtin: CallApiCallbackOptimizedNoProfiling
      2  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:72:35
      2    2.3%      JS: ^adjustEventAmount file:///home/adrian/Brokeify/server/computation/simulator.js:123:33
      2  100.0%        JS: ^simulate file:///home/adrian/Brokeify/server/computation/simulator.js:798:31
      2  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
      2  100.0%            Builtin: CallApiCallbackOptimizedNoProfiling
      2    2.3%      JS: ^<anonymous> file:///home/adrian/Brokeify/server/computation/simulator.js:245:56
      2  100.0%        Builtin: ArrayPrototypeFind
      1   50.0%          JS: ^performRothConversion file:///home/adrian/Brokeify/server/computation/simulator.js:234:37
      1  100.0%            JS: ^simulate file:///home/adrian/Brokeify/server/computation/simulator.js:798:31
      1   50.0%          JS: *performRothConversion file:///home/adrian/Brokeify/server/computation/simulator.js:234:37
      1  100.0%            JS: ^simulate file:///home/adrian/Brokeify/server/computation/simulator.js:798:31
      2    2.3%      JS: *processInvestmentEvents file:///home/adrian/Brokeify/server/computation/simulator.js:573:39
      2  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
      2  100.0%          Builtin: CallApiCallbackOptimizedNoProfiling
      2  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:72:35
      2    2.3%      JS: *get file:///home/adrian/Brokeify/server/db/models/Event.js:18:43
      1   50.0%        JS: *applyVirtuals /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:4084:23
      1  100.0%          JS: *Document.$toObject /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:3787:40
      1  100.0%            JS: *Document.toObject /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:4076:39
