Statistical profiling result from isolate-0x557c6d30e000-78503-v8.log, (213525 ticks, 43771 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      2    0.0%    0.0%  std::filesystem::__cxx11::path::compare(std::filesystem::__cxx11::path const&) const@@GLIBCXX_3.4.26
      2    0.0%    0.0%  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_replace(unsigned long, unsigned long, char const*, unsigned long)
      2    0.0%    0.0%  std::_Rb_tree_decrement(std::_Rb_tree_node_base*)@@GLIBCXX_3.4
      2    0.0%    0.0%  std::_Hash_bytes(void const*, unsigned long, unsigned long)@@CXXABI_1.3.5
      2    0.0%    0.0%  sigemptyset@@GLIBC_2.2.5
      2    0.0%    0.0%  pthread_cond_broadcast@@GLIBC_2.3.2
      2    0.0%    0.0%  non-virtual thunk to node::PerIsolatePlatformData::NonNestableTasksEnabled() const
      2    0.0%    0.0%  node::async_context_frame::exchange(v8::Isolate*, v8::Local<v8::Value>)
      2    0.0%    0.0%  node::NodePlatform::CreateJobImpl(v8::TaskPriority, std::unique_ptr<v8::JobTask, std::default_delete<v8::JobTask> >, v8::SourceLocation const&)
      2    0.0%    0.0%  node::InternalCallbackScope::~InternalCallbackScope()
      2    0.0%    0.0%  isprint@@GLIBC_2.2.5
      2    0.0%    0.0%  __connect@@GLIBC_2.2.5
      1    0.0%    0.0%  uv_idle_stop
      1    0.0%    0.0%  uv__work_done
      1    0.0%    0.0%  uv__statx
      1    0.0%    0.0%  u_isupper_75
      1    0.0%    0.0%  std::ostream::operator<<(int)@@GLIBCXX_3.4
      1    0.0%    0.0%  std::ostream& std::ostream::_M_insert<long>(long)@@GLIBCXX_3.4.9
      1    0.0%    0.0%  std::_Hashtable<node::CleanupQueue::CleanupHookCallback, node::CleanupQueue::CleanupHookCallback, std::allocator<node::CleanupQueue::CleanupHookCallback>, std::__detail::_Identity, node::CleanupQueue::CleanupHookCallback::Equal, node::CleanupQueue::CleanupHookCallback::Hash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, true, true> >::_M_find_before_node(unsigned long, node::CleanupQueue::CleanupHookCallback const&, unsigned long) const
      1    0.0%    0.0%  std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<int, false>*, unsigned long)
      1    0.0%    0.0%  setsockopt@@GLIBC_2.2.5
      1    0.0%    0.0%  pthread_create@GLIBC_2.2.5
      1    0.0%    0.0%  pthread_condattr_init@@GLIBC_2.2.5
      1    0.0%    0.0%  pthread_condattr_destroy@@GLIBC_2.2.5
      1    0.0%    0.0%  pthread_cond_init@@GLIBC_2.3.2
      1    0.0%    0.0%  pthread_cond_destroy@@GLIBC_2.3.2
      1    0.0%    0.0%  posix_memalign@@GLIBC_2.2.5
      1    0.0%    0.0%  ossl_statem_client_process_message
      1    0.0%    0.0%  ossl_statem_check_finish_init
      1    0.0%    0.0%  node::tracing::TraceEventHelper::GetCategoryGroupEnabled(char const*)
      1    0.0%    0.0%  node::modules::BindingData::GetPackageScopeConfig(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  node::fs::ReadFileUtf8(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  node::TaskQueue<v8::Task>::Push(std::unique_ptr<v8::Task, std::default_delete<v8::Task> >)
      1    0.0%    0.0%  node::StringBytes::StorageSize(v8::Isolate*, v8::Local<v8::Value>, node::encoding)
      1    0.0%    0.0%  node::NodeArrayBufferAllocator::Free(void*, unsigned long)
      1    0.0%    0.0%  node::Buffer::Length(v8::Local<v8::Value>)
      1    0.0%    0.0%  node::Buffer::(anonymous namespace)::SlowCopy(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  node::BaseObject::decrease_refcount()
      1    0.0%    0.0%  icu_75::SimpleTimeZone::getOffset(unsigned char, int, int, int, unsigned char, int, int, UErrorCode&) const
      1    0.0%    0.0%  icu_75::SimpleTimeZone::compareToRule(signed char, signed char, signed char, signed char, signed char, int, int, icu_75::SimpleTimeZone::EMode, signed char, signed char, signed char, int)
      1    0.0%    0.0%  icu_75::ClockMath::floorDivide(int, int)
      1    0.0%    0.0%  evp_decodeblock_int
      1    0.0%    0.0%  bin2bn
      1    0.0%    0.0%  __socket@@GLIBC_PRIVATE
      1    0.0%    0.0%  __pthread_mutex_trylock@GLIBC_2.2.5
      1    0.0%    0.0%  __pthread_mutex_init@GLIBC_2.2.5
      1    0.0%    0.0%  _IO_setb@@GLIBC_2.2.5
      1    0.0%    0.0%  _IO_file_sync@@GLIBC_2.2.5
      1    0.0%    0.0%  _IO_default_xsputn@@GLIBC_2.2.5
      1    0.0%    0.0%  BN_num_bits_word
      1    0.0%    0.0%  ASN1_item_ex_i2d

 [Summary]:
   ticks  total  nonlib   name
  90353   42.3%   42.9%  JavaScript
  76411   35.8%   36.3%  C++
   3252    1.5%    1.5%  GC
   2990    1.4%          Shared libraries
  43771   20.5%          Unaccounted

 [C++ entry points]:
   ticks    cpp   total   name
  15821   84.1%    7.4%  void node::StreamBase::JSMethod<&node::StreamBase::WriteBuffer>(v8::FunctionCallbackInfo<v8::Value> const&)
    480    2.6%    0.2%  node::process::BindingData::SlowNumber(v8::FunctionCallbackInfo<v8::Value> const&)
    413    2.2%    0.2%  __libc_malloc@@GLIBC_2.2.5
    313    1.7%    0.1%  node::process::BindingData::FastNumber(v8::Local<v8::Value>)
    168    0.9%    0.1%  node::timers::BindingData::FastGetLibuvNow(v8::Local<v8::Object>)
    155    0.8%    0.1%  __write@@GLIBC_2.2.5
    124    0.7%    0.1%  node::IsConstructCallCallback(v8::FunctionCallbackInfo<v8::Value> const&)
    114    0.6%    0.1%  _IO_fwrite@@GLIBC_2.2.5
    111    0.6%    0.1%  __libc_free@@GLIBC_2.2.5
     95    0.5%    0.0%  _init
     82    0.4%    0.0%  void node::Buffer::(anonymous namespace)::StringSlice<(node::encoding)5>(v8::FunctionCallbackInfo<v8::Value> const&)
     76    0.4%    0.0%  void node::Buffer::(anonymous namespace)::StringSlice<(node::encoding)1>(v8::FunctionCallbackInfo<v8::Value> const&)
     67    0.4%    0.0%  node::loader::ModuleWrap::New(v8::FunctionCallbackInfo<v8::Value> const&)
     64    0.3%    0.0%  pthread_cond_signal@@GLIBC_2.3.2
     63    0.3%    0.0%  void node::Buffer::(anonymous namespace)::StringWrite<(node::encoding)5>(v8::FunctionCallbackInfo<v8::Value> const&)
     62    0.3%    0.0%  node::Buffer::(anonymous namespace)::FastCopy(v8::Local<v8::Value>, v8::FastApiTypedArray<unsigned char> const&, v8::FastApiTypedArray<unsigned char> const&, unsigned int, unsigned int, unsigned int)
     56    0.3%    0.0%  node::PrepareStackTraceCallback(v8::Local<v8::Context>, v8::Local<v8::Value>, v8::Local<v8::Array>)
     52    0.3%    0.0%  operator new(unsigned long)@@GLIBCXX_3.4
     46    0.2%    0.0%  operator delete(void*)@@GLIBCXX_3.4
     45    0.2%    0.0%  node::Realm::context() const
     42    0.2%    0.0%  operator delete(void*, unsigned long)@@CXXABI_1.3.9
     40    0.2%    0.0%  node::NodePlatform::CurrentClockTimeMillis()
     31    0.2%    0.0%  icu_75::OlsonTimeZone::getOffset(double, signed char, int&, int&, UErrorCode&) const
     28    0.1%    0.0%  node::errors::TryCatchScope::~TryCatchScope()
     28    0.1%    0.0%  node::PrincipalRealm::prepare_stack_trace_callback() const
     26    0.1%    0.0%  unsigned int node::Buffer::(anonymous namespace)::FastWriteString<(node::encoding)1>(v8::Local<v8::Value>, v8::FastApiTypedArray<unsigned char> const&, v8::FastOneByteString const&, unsigned int, unsigned int)
     21    0.1%    0.0%  uprv_floor_75
     18    0.1%    0.0%  std::basic_ostream<char, std::char_traits<char> >& std::__ostream_insert<char, std::char_traits<char> >(std::basic_ostream<char, std::char_traits<char> >&, char const*, long)@@GLIBCXX_3.4.9
     15    0.1%    0.0%  syscall@@GLIBC_2.2.5
     15    0.1%    0.0%  __open@@GLIBC_2.2.5
     13    0.1%    0.0%  node::builtins::BuiltinLoader::CompileFunction(v8::FunctionCallbackInfo<v8::Value> const&)
     12    0.1%    0.0%  __pthread_mutex_lock@GLIBC_2.2.5
     11    0.1%    0.0%  _IO_file_xsputn@@GLIBC_2.2.5
      9    0.0%    0.0%  icu_75::TimeZone::getOffset(double, signed char, int&, int&, UErrorCode&) const
      8    0.0%    0.0%  icu_75::ClockMath::floorDivide(double, int, int*)
      7    0.0%    0.0%  icu_75::Grego::dayToFields(int, int&, int&, int&, int&, int&)
      6    0.0%    0.0%  icu_75::SimpleTimeZone::getRawOffset() const
      5    0.0%    0.0%  __read@@GLIBC_2.2.5
      4    0.0%    0.0%  void node::StreamBase::JSMethod<&(int node::StreamBase::WriteString<(node::encoding)1>(v8::FunctionCallbackInfo<v8::Value> const&))>(v8::FunctionCallbackInfo<v8::Value> const&)
      4    0.0%    0.0%  __pthread_mutex_unlock@GLIBC_2.2.5
      3    0.0%    0.0%  std::ostream::sentry::sentry(std::ostream&)@@GLIBCXX_3.4
      3    0.0%    0.0%  __mmap@@GLIBC_PRIVATE
      3    0.0%    0.0%  __madvise@@GLIBC_PRIVATE
      2    0.0%    0.0%  std::ostreambuf_iterator<char, std::char_traits<char> > std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::_M_insert_int<long>(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, long) const@@GLIBCXX_3.4
      2    0.0%    0.0%  std::locale::id::_M_id() const@@GLIBCXX_3.4
      2    0.0%    0.0%  std::filesystem::__cxx11::path::compare(std::filesystem::__cxx11::path const&) const@@GLIBCXX_3.4.26
      2    0.0%    0.0%  std::__detail::_Prime_rehash_policy::_M_need_rehash(unsigned long, unsigned long, unsigned long) const@@GLIBCXX_3.4.18
      2    0.0%    0.0%  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_replace(unsigned long, unsigned long, char const*, unsigned long)
      2    0.0%    0.0%  std::_Rb_tree_decrement(std::_Rb_tree_node_base*)@@GLIBCXX_3.4
      2    0.0%    0.0%  std::_Hash_bytes(void const*, unsigned long, unsigned long)@@CXXABI_1.3.5
      2    0.0%    0.0%  non-virtual thunk to node::PerIsolatePlatformData::NonNestableTasksEnabled() const
      2    0.0%    0.0%  node::url::BindingData::Parse(v8::FunctionCallbackInfo<v8::Value> const&)
      2    0.0%    0.0%  isprint@@GLIBC_2.2.5
      2    0.0%    0.0%  __munmap@@GLIBC_PRIVATE
      2    0.0%    0.0%  __lll_lock_wake_private@@GLIBC_PRIVATE
      2    0.0%    0.0%  __connect@@GLIBC_2.2.5
      2    0.0%    0.0%  __clock_gettime@@GLIBC_PRIVATE
      1    0.0%    0.0%  uv__statx
      1    0.0%    0.0%  u_isupper_75
      1    0.0%    0.0%  std::ostream::operator<<(int)@@GLIBCXX_3.4
      1    0.0%    0.0%  std::ostream& std::ostream::_M_insert<long>(long)@@GLIBCXX_3.4.9
      1    0.0%    0.0%  std::__detail::_Prime_rehash_policy::_M_next_bkt(unsigned long) const@@GLIBCXX_3.4.18
      1    0.0%    0.0%  std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<int, false>*, unsigned long)
      1    0.0%    0.0%  setsockopt@@GLIBC_2.2.5
      1    0.0%    0.0%  pthread_create@GLIBC_2.2.5
      1    0.0%    0.0%  pthread_cond_broadcast@@GLIBC_2.3.2
      1    0.0%    0.0%  operator new[](unsigned long, std::nothrow_t const&)@@GLIBCXX_3.4
      1    0.0%    0.0%  non-virtual thunk to node::LibuvStreamWrap::IsAlive()
      1    0.0%    0.0%  node::tracing::TraceEventHelper::GetCategoryGroupEnabled(char const*)
      1    0.0%    0.0%  node::modules::BindingData::GetPackageScopeConfig(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  node::fs::ReadFileUtf8(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  node::NodeArrayBufferAllocator::Allocate(unsigned long)
      1    0.0%    0.0%  node::Buffer::(anonymous namespace)::SlowCopy(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  node::AsyncWrap::IsDoneInitializing() const
      1    0.0%    0.0%  icu_75::SimpleTimeZone::getOffset(unsigned char, int, int, int, unsigned char, int, int, UErrorCode&) const
      1    0.0%    0.0%  icu_75::SimpleTimeZone::compareToRule(signed char, signed char, signed char, signed char, signed char, int, int, icu_75::SimpleTimeZone::EMode, signed char, signed char, signed char, int)
      1    0.0%    0.0%  icu_75::ClockMath::floorDivide(int, int)
      1    0.0%    0.0%  evp_decodeblock_int
      1    0.0%    0.0%  brk@@GLIBC_2.2.5
      1    0.0%    0.0%  bin2bn
      1    0.0%    0.0%  __socket@@GLIBC_PRIVATE
      1    0.0%    0.0%  __pthread_rwlock_unlock@GLIBC_2.2.5
      1    0.0%    0.0%  __lll_lock_wait_private@@GLIBC_PRIVATE
      1    0.0%    0.0%  _IO_setb@@GLIBC_2.2.5
      1    0.0%    0.0%  _IO_file_sync@@GLIBC_2.2.5
      1    0.0%    0.0%  BN_num_bits_word
      1    0.0%    0.0%  ASN1_item_ex_i2d

 [Bottom up (heavy) profile]:
  Note: percentage shows a share of a particular caller in the total
  amount of its parent calls.
  Callers occupying less than 1.0% are not shown.

   ticks parent  name
  54755   25.6%  epoll_pwait@@GLIBC_2.6

  43771   20.5%  UNKNOWN
   6034   13.8%    JS: *exec /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:4403:43
   5984   99.2%      JS: *Query.then /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:4565:32
   5984  100.0%        Builtin: CallApiCallbackOptimizedNoProfiling
   5984  100.0%          JS: *processTicksAndRejections node:internal/process/task_queues:72:35
   5950   13.6%    Builtin: ArrayPrototypeJoin
   5776   97.1%      JS: *prepareStackTraceCallback node:internal/errors:130:35
   5450   94.4%        Builtin: CallApiCallbackOptimizedNoProfiling
   5450  100.0%          JS: *exec /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:4403:43
   5450  100.0%            JS: *Query.then /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:4565:32
    326    5.6%        JS: ^AssertionError node:internal/assert/assertion_error:321:14
    326  100.0%          JS: *SchemaNumber.cast /home/adrian/Brokeify/server/node_modules/mongoose/lib/schema/number.js:358:39
    325   99.7%            JS: *$set /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:1037:40
    116    1.9%      JS: *Document.invalidate /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:3327:41
    103   88.8%        JS: *Subdocument.invalidate /home/adrian/Brokeify/server/node_modules/mongoose/lib/types/subdocument.js:223:44
    103  100.0%          JS: *$set /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:1037:40
    103  100.0%            JS: *$set /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:1037:40
     13   11.2%        JS: ^Subdocument.invalidate /home/adrian/Brokeify/server/node_modules/mongoose/lib/types/subdocument.js:223:44
     13  100.0%          JS: *$set /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:1037:40
     13  100.0%            JS: *$set /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:1037:40
   1453    3.3%    JS: *nextTick node:internal/process/task_queues:113:18
    611   42.1%      JS: *addChunk node:internal/streams/readable:550:18
    609   99.7%        JS: *readableAddChunkPushObjectMode node:internal/streams/readable:516:40
    609  100.0%          JS: *Readable.push node:internal/streams/readable:387:35
    607   99.7%            JS: *<anonymous> node:internal/streams/transform:171:36
    411   28.3%      JS: *checkIn /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/connection_pool.js:179:12
    410   99.8%        JS: *command /home/adrian/Brokeify/server/node_modules/mongodb/lib/sdam/server.js:130:18
    410  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
    410  100.0%            Builtin: CallApiCallbackOptimizedNoProfiling
    232   16.0%      JS: *Readable.resume node:internal/streams/readable:1227:37
    231   99.6%        JS: *readMany /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/connection.js:417:20
    231  100.0%          Builtin: AsyncGeneratorPrototypeNext
    231  100.0%            JS: *sendWire /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/connection.js:225:20
    171   11.8%      JS: *Readable.push node:internal/streams/readable:387:35
    169   98.8%        JS: *onStreamRead node:internal/stream_base_commons:166:22
      2    1.2%        JS: ^onStreamRead node:internal/stream_base_commons:166:22
   1375    3.1%    JS: *deserializeObject /home/adrian/Brokeify/server/node_modules/bson/lib/bson.cjs:3057:27
    958   69.7%      JS: *internalDeserialize /home/adrian/Brokeify/server/node_modules/bson/lib/bson.cjs:3035:29
    958  100.0%        JS: *next /home/adrian/Brokeify/server/node_modules/mongodb/lib/cursor/abstract_cursor.js:331:15
    958  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
    958  100.0%            Builtin: CallApiCallbackOptimizedNoProfiling
    352   25.6%      JS: *deserializeObject /home/adrian/Brokeify/server/node_modules/bson/lib/bson.cjs:3057:27
    186   52.8%        JS: *toObject /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/wire_protocol/responses.js:142:13
    186  100.0%          JS: *sendCommand /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/connection.js:261:23
    186  100.0%            Builtin: AsyncGeneratorAwaitResolveClosure
     81   23.0%        JS: *deserializeObject /home/adrian/Brokeify/server/node_modules/bson/lib/bson.cjs:3057:27
     68   84.0%          JS: *internalDeserialize /home/adrian/Brokeify/server/node_modules/bson/lib/bson.cjs:3035:29
     68  100.0%            JS: *next /home/adrian/Brokeify/server/node_modules/mongodb/lib/cursor/abstract_cursor.js:331:15
     12   14.8%          JS: *toObject /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/wire_protocol/responses.js:142:13
     12  100.0%            JS: *sendCommand /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/connection.js:261:23
      1    1.2%          JS: ^internalDeserialize /home/adrian/Brokeify/server/node_modules/bson/lib/bson.cjs:3035:29
      1  100.0%            JS: ^deserialize /home/adrian/Brokeify/server/node_modules/bson/lib/bson.cjs:4515:21
     80   22.7%        JS: *internalDeserialize /home/adrian/Brokeify/server/node_modules/bson/lib/bson.cjs:3035:29
     79   98.8%          JS: *next /home/adrian/Brokeify/server/node_modules/mongodb/lib/cursor/abstract_cursor.js:331:15
     79  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      1    1.3%          JS: ^deserialize /home/adrian/Brokeify/server/node_modules/bson/lib/bson.cjs:4515:21
      1  100.0%            JS: ^toObject /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/wire_protocol/on_demand/document.js:207:13
      5    1.4%        JS: *toObject /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/wire_protocol/on_demand/document.js:207:13
      5  100.0%          JS: ^toObject /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/wire_protocol/responses.js:142:13
      4   80.0%            JS: *sendCommand /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/connection.js:261:23
      1   20.0%            JS: ^sendCommand /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/connection.js:261:23
     60    4.4%      JS: *toObject /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/wire_protocol/responses.js:142:13
     60  100.0%        JS: *sendCommand /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/connection.js:261:23
     60  100.0%          Builtin: AsyncGeneratorAwaitResolveClosure
     60  100.0%            Builtin: CallApiCallbackOptimizedNoProfiling
   1184    2.7%    Builtin: ArrayFrom
   1167   98.6%      JS: *NativeCollection.<computed> /home/adrian/Brokeify/server/node_modules/mongoose/lib/drivers/node-mongodb-native/collection.js:94:43
   1009   86.5%        JS: *_findOne /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:2646:51
   1003   99.4%          JS: *exec /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:4403:43
   1003  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
    148   12.7%        JS: *_findOneAndUpdate /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3419:69
    121   81.8%          JS: *exec /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:4403:43
    121  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
     27   18.2%          Builtin: AsyncFunctionAwaitResolveClosure
     27  100.0%            Builtin: CallApiCallbackOptimizedNoProfiling
   1117    2.6%    JS: *init /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:733:14
   1110   99.4%      JS: *Document.$__init /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:679:38
   1110  100.0%        JS: *completeOne /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3247:21
   1107   99.7%          JS: *Query._completeOne /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:2557:40
    952   86.0%            JS: *_findOne /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:2646:51
    141   12.7%            JS: *_findOneAndUpdate /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3419:69
    999    2.3%    JS: *processTicksAndRejections node:internal/process/task_queues:72:35
    987    2.3%    JS: *Kareem.execPost /home/adrian/Brokeify/server/node_modules/kareem/index.js:175:37
    976   98.9%      JS: *exec /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:4403:43
    976  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
    976  100.0%          Builtin: CallApiCallbackOptimizedNoProfiling
    976  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:72:35
    912    2.1%    JS: *get /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/wire_protocol/responses.js:43:8
    880   96.5%      JS: *get ok /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/wire_protocol/responses.js:116:11
    878   99.8%        JS: *sendCommand /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/connection.js:261:23
    878  100.0%          Builtin: AsyncGeneratorAwaitResolveClosure
    878  100.0%            Builtin: CallApiCallbackOptimizedNoProfiling
     27    3.0%      JS: *updateSessionFromResponse /home/adrian/Brokeify/server/node_modules/mongodb/lib/sessions.js:816:35
     27  100.0%        JS: *sendCommand /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/connection.js:261:23
     27  100.0%          Builtin: AsyncGeneratorAwaitResolveClosure
     27  100.0%            Builtin: CallApiCallbackOptimizedNoProfiling
    775    1.8%    JS: *Timeout /home/adrian/Brokeify/server/node_modules/mongodb/lib/timeout.js:39:16
    736   95.0%      JS: *selectServer /home/adrian/Brokeify/server/node_modules/mongodb/lib/sdam/topology.js:247:23
    731   99.3%        JS: *tryOperation /home/adrian/Brokeify/server/node_modules/mongodb/lib/operations/execute_operation.js:129:28
    731  100.0%          JS: *executeOperation /home/adrian/Brokeify/server/node_modules/mongodb/lib/operations/execute_operation.js:32:32
    640   87.6%            JS: *cursorInit /home/adrian/Brokeify/server/node_modules/mongodb/lib/cursor/abstract_cursor.js:625:21
     85   11.6%            JS: *findOneAndUpdate /home/adrian/Brokeify/server/node_modules/mongodb/lib/collection.js:499:27
     38    4.9%      Builtin: PromisePrototypeThen
     38  100.0%        Builtin: CallApiCallbackOptimizedNoProfiling
     38  100.0%          JS: *processTicksAndRejections node:internal/process/task_queues:72:35
    775    1.8%    Builtin: StringPrototypeSplit
    467   60.3%      JS: *get ns /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/wire_protocol/responses.js:175:11
    467  100.0%        JS: *cursorInit /home/adrian/Brokeify/server/node_modules/mongodb/lib/cursor/abstract_cursor.js:625:21
    467  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
    467  100.0%            Builtin: CallApiCallbackOptimizedNoProfiling
    144   18.6%      JS: *get /home/adrian/Brokeify/server/node_modules/mongoose/lib/helpers/get.js:9:30
    144  100.0%        JS: *analyzePath /home/adrian/Brokeify/server/node_modules/mongoose/lib/queryHelpers.js:293:23
    144  100.0%          JS: *applyPaths /home/adrian/Brokeify/server/node_modules/mongoose/lib/queryHelpers.js:129:41
     80   55.6%            JS: *Query._optionsForExec /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:2058:43
     64   44.4%            JS: *completeOne /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3247:21
     91   11.7%      JS: *analyzePath /home/adrian/Brokeify/server/node_modules/mongoose/lib/queryHelpers.js:293:23
     91  100.0%        JS: *applyPaths /home/adrian/Brokeify/server/node_modules/mongoose/lib/queryHelpers.js:129:41
     49   53.8%          JS: *completeOne /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3247:21
     49  100.0%            JS: *Query._completeOne /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:2557:40
     42   46.2%          JS: *Query._optionsForExec /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:2058:43
     35   83.3%            JS: *_findOne /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:2646:51
      5   11.9%            JS: *_findOneAndUpdate /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3419:69
      1    2.4%            JS: ^_findOne /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:2646:51
      1    2.4%            JS: *_getOption /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3758:20
     58    7.5%      JS: *Subdocument.markModified /home/adrian/Brokeify/server/node_modules/mongoose/lib/types/subdocument.js:165:46
     55   94.8%        JS: *Document.$__set /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:1674:37
     55  100.0%          JS: *$set /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:1037:40
     24   43.6%            JS: *$set /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:1037:40
     19   34.5%            JS: *<anonymous> file:///home/adrian/Brokeify/server/computation/simulator.js:200:33
     12   21.8%            JS: *set /home/adrian/Brokeify/server/node_modules/mongoose/lib/helpers/document/compile.js:204:20
      3    5.2%        JS: *_markModified /home/adrian/Brokeify/server/node_modules/mongoose/lib/types/documentArray/methods/index.js:340:16
      2   66.7%          JS: *_registerAtomic /home/adrian/Brokeify/server/node_modules/mongoose/lib/types/array/methods/index.js:309:18
      2  100.0%            JS: *Document.$__set /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:1674:37
      1   33.3%          JS: ^_registerAtomic /home/adrian/Brokeify/server/node_modules/mongoose/lib/types/array/methods/index.js:309:18
      1  100.0%            JS: *Document.$__set /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:1674:37
    767    1.8%    JS: *onData /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/wire_protocol/on_data.js:12:16
    765   99.7%      JS: *readMany /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/connection.js:417:20
    765  100.0%        Builtin: AsyncGeneratorPrototypeNext
    765  100.0%          JS: *sendWire /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/connection.js:225:20
    765  100.0%            Builtin: AsyncGeneratorAwaitResolveClosure
    755    1.7%    JS: *Kareem.execPre /home/adrian/Brokeify/server/node_modules/kareem/index.js:35:36
    741   98.1%      JS: *exec /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:4403:43
