Statistical profiling result from isolate-0x557c6d30e000-78503-v8.log, (213525 ticks, 43771 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
     44    0.0%    0.0%  JS: *getEncodingOps node:buffer:720:24
     44    0.0%    0.0%  Builtin: AsyncGeneratorPrototypeNext
     43    0.0%    0.0%  JS: *Document.$toObject /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:3787:40
     42    0.0%    0.0%  JS: ^simulate file:///home/adrian/Brokeify/server/computation/simulator.js:1062:31
     42    0.0%    0.0%  JS: *storeShard /home/adrian/Brokeify/server/node_modules/mongoose/lib/plugins/sharding.js:57:20
     42    0.0%    0.0%  JS: *get _bsontype /home/adrian/Brokeify/server/node_modules/bson/lib/bson.cjs:588:18
     42    0.0%    0.0%  Builtin: AsyncGeneratorAwaitCaught
     41    0.0%    0.0%  JS: *get /home/adrian/Brokeify/server/node_modules/mongodb/lib/bson.js:25:74
     41    0.0%    0.0%  JS: *executeCommand /home/adrian/Brokeify/server/node_modules/mongodb/lib/operations/command.js:45:25
     41    0.0%    0.0%  JS: *TimersList node:internal/timers:251:14
     41    0.0%    0.0%  Builtin: PromiseResolve
     40    0.0%    0.0%  JS: *selectPopulatedFields /home/adrian/Brokeify/server/node_modules/mongoose/lib/helpers/query/selectPopulatedFields.js:10:48
     40    0.0%    0.0%  JS: *onwrite node:internal/streams/writable:615:17
     40    0.0%    0.0%  JS: *FindAndModifyOperation /home/adrian/Brokeify/server/node_modules/mongodb/lib/operations/find_and_modify.js:25:16
     40    0.0%    0.0%  Builtin: MapIteratorToList
     39    0.0%    0.0%  JS: *sample file:///home/adrian/Brokeify/server/computation/simulator.js:92:29
     39    0.0%    0.0%  JS: *push /home/adrian/Brokeify/server/node_modules/mongodb/lib/utils.js:556:9
     39    0.0%    0.0%  JS: *once node:events:652:44
     39    0.0%    0.0%  JS: *_castArrayFilters /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:2336:27
     39    0.0%    0.0%  JS: *Readable.resume node:internal/streams/readable:1227:37
     39    0.0%    0.0%  Builtin: CEntry_Return1_ArgvOnStack_BuiltinExit
     38    0.0%    0.0%  JS: *knownFilter /home/adrian/Brokeify/server/node_modules/mongodb/lib/sdam/server_selection.js:181:21
     38    0.0%    0.0%  JS: *isSelected /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:2472:52
     38    0.0%    0.0%  JS: *exports.getValue /home/adrian/Brokeify/server/node_modules/mongoose/lib/utils.js:623:28
     38    0.0%    0.0%  JS: *_addListener node:events:547:22
     38    0.0%    0.0%  Builtin: RecordWriteIgnoreFP
     38    0.0%    0.0%  Builtin: JSRunMicrotasksEntry
     38    0.0%    0.0%  Builtin: AsyncGeneratorAwaitResolveClosure
     37    0.0%    0.0%  JS: *subarray node:buffer:1169:46
     37    0.0%    0.0%  JS: *performRothConversion file:///home/adrian/Brokeify/server/computation/simulator.js:393:44
     37    0.0%    0.0%  JS: *get /home/adrian/Brokeify/server/node_modules/mongoose/lib/types/documentArray/index.js:74:18
     37    0.0%    0.0%  JS: *_init /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3255:17
     37    0.0%    0.0%  Builtin: CallBoundFunction
     36    0.0%    0.0%  JS: *readInt32LE node:internal/buffer:387:21
     36    0.0%    0.0%  JS: *push node:internal/fixed_queue:100:7
     36    0.0%    0.0%  JS: *<anonymous> node:internal/validators:459:42
     36    0.0%    0.0%  Builtin: Typeof
     36    0.0%    0.0%  Builtin: CallWithArrayLike
     35    0.0%    0.0%  JS: *fromOptions /home/adrian/Brokeify/server/node_modules/mongodb/lib/explain.js:28:23
     35    0.0%    0.0%  Builtin: KeyedStoreIC
     34    0.0%    0.0%  JS: *readableAddChunkPushObjectMode node:internal/streams/readable:516:40
     34    0.0%    0.0%  JS: *module.exports /home/adrian/Brokeify/server/node_modules/mongoose/lib/helpers/updateValidators.js:24:26
     34    0.0%    0.0%  JS: *get _bsontype /home/adrian/Brokeify/server/node_modules/bson/lib/bson.cjs:2489:18
     34    0.0%    0.0%  JS: *execute /home/adrian/Brokeify/server/node_modules/mongodb/lib/operations/find_and_modify.js:64:18
     34    0.0%    0.0%  JS: *eventHandler /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/wire_protocol/on_data.js:79:26
     34    0.0%    0.0%  Builtin: ToBoolean
     34    0.0%    0.0%  Builtin: StrictEqual_Baseline
     34    0.0%    0.0%  Builtin: DateConstructor
     33    0.0%    0.0%  Builtin: LoadJoinElement_FastSmiOrObjectElements_0
     33    0.0%    0.0%  Builtin: InstanceOf
     32    0.0%    0.0%  JS: *get /home/adrian/Brokeify/server/node_modules/mongodb/lib/bson.js:29:79
     32    0.0%    0.0%  JS: *VirtualType.applyGetters /home/adrian/Brokeify/server/node_modules/mongoose/lib/virtualType.js:143:46
     32    0.0%    0.0%  JS: *<anonymous> /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:2663:54
     32    0.0%    0.0%  Builtin: AsyncGeneratorPrototypeReturn
     32    0.0%    0.0%  Builtin: ArrayPrototypeSplice
     31    0.0%    0.0%  JS: *isRegExp /home/adrian/Brokeify/server/node_modules/bson/lib/bson.cjs:17:18
     31    0.0%    0.0%  JS: *isDate /home/adrian/Brokeify/server/node_modules/bson/lib/bson.cjs:26:16
     31    0.0%    0.0%  JS: *adjustOffset node:buffer:1152:22
     31    0.0%    0.0%  JS: *<anonymous> /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:4525:45
     31    0.0%    0.0%  JS: *<anonymous> /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:4484:50
     30    0.0%    0.0%  JS: *get /home/adrian/Brokeify/server/node_modules/mongodb/lib/bson.js:11:76
     30    0.0%    0.0%  JS: *fromList node:internal/streams/readable:1582:18
     29    0.0%    0.0%  JS: *toLocalBufferType /home/adrian/Brokeify/server/node_modules/bson/lib/bson.cjs:230:22
     29    0.0%    0.0%  JS: *remove node:internal/linkedlist:16:16
     29    0.0%    0.0%  JS: *parseToElementsToArray /home/adrian/Brokeify/server/node_modules/mongodb/lib/bson.js:32:32
     28    0.0%    0.0%  JS: *executor /home/adrian/Brokeify/server/node_modules/mongodb/lib/timeout.js:39:28
     28    0.0%    0.0%  JS: *Model.findByIdAndUpdate /home/adrian/Brokeify/server/node_modules/mongoose/lib/model.js:2456:35
     28    0.0%    0.0%  Builtin: KeyedLoadICTrampoline
     27    0.0%    0.0%  JS: *findOneAndUpdate /home/adrian/Brokeify/server/node_modules/mongodb/lib/collection.js:499:27
     27    0.0%    0.0%  JS: *<anonymous> /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:4509:73
     27    0.0%    0.0%  Builtin: StringSubstring
     27    0.0%    0.0%  Builtin: PromiseCapabilityDefaultResolve
     26    0.0%    0.0%  RegExp: \$\[[^\]]+\]
     26    0.0%    0.0%  JS: *get options /home/adrian/Brokeify/server/node_modules/mongodb/lib/mongo_client.js:69:24
     26    0.0%    0.0%  JS: *get connectionCheckoutTimeout /home/adrian/Brokeify/server/node_modules/mongodb/lib/timeout.js:260:34
     26    0.0%    0.0%  JS: *Query._castConditions /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:2310:43
     26    0.0%    0.0%  JS: *<anonymous> /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:4544:63
     26    0.0%    0.0%  Builtin: ForInFilter
     25    0.0%    0.0%  JS: *removeActiveCursor /home/adrian/Brokeify/server/node_modules/mongodb/lib/cursor/abstract_cursor.js:26:28
     25    0.0%    0.0%  JS: *ondata node:internal/streams/readable:1007:18
     25    0.0%    0.0%  Builtin: LoadICBaseline
     25    0.0%    0.0%  Builtin: ArrayIndexOfSmi
     24    0.0%    0.0%  JS: *get cursor /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/wire_protocol/responses.js:164:15
     24    0.0%    0.0%  JS: *SchemaArray._applySetters /home/adrian/Brokeify/server/node_modules/mongoose/lib/schema/array.js:305:47
     24    0.0%    0.0%  JS: *AbstractOperation /home/adrian/Brokeify/server/node_modules/mongodb/lib/operations/operation.js:25:16
     24    0.0%    0.0%  Builtin: ToNumberConvertBigInt
     24    0.0%    0.0%  Builtin: AsyncGeneratorResolve
     23    0.0%    0.0%  JS: *toObject /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/wire_protocol/responses.js:142:13
     23    0.0%    0.0%  JS: *adjustEventAmount file:///home/adrian/Brokeify/server/computation/simulator.js:215:40
     23    0.0%    0.0%  JS: *Transform._read node:internal/streams/transform:198:37
     23    0.0%    0.0%  JS: *SchemaDocumentArray.cast /home/adrian/Brokeify/server/node_modules/mongoose/lib/schema/documentArray.js:402:46
     23    0.0%    0.0%  JS: *Document.markModified /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:2015:43
     23    0.0%    0.0%  Builtin: ToBooleanForBaselineJump
     23    0.0%    0.0%  Builtin: CreateIterResultObject
     22    0.0%    0.0%  JS: *getInt32 /home/adrian/Brokeify/server/node_modules/mongodb/lib/utils.js:648:13
     22    0.0%    0.0%  JS: *SchemaType.doValidate /home/adrian/Brokeify/server/node_modules/mongoose/lib/schemaType.js:1319:43
     22    0.0%    0.0%  JS: *<anonymous> /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/connection_pool.js:147:26
     22    0.0%    0.0%  Builtin: ResumeGeneratorBaseline
     21    0.0%    0.0%  JS: *validateHexString /home/adrian/Brokeify/server/node_modules/bson/lib/bson.cjs:2539:29
     21    0.0%    0.0%  JS: *_callState file:///home/adrian/Brokeify/server/node_modules/parse5/dist/tokenizer/index.js:490:15
     21    0.0%    0.0%  JS: *<anonymous> node:internal/streams/transform:171:36
     21    0.0%    0.0%  JS: *<anonymous> /home/adrian/Brokeify/server/node_modules/kareem/index.js:50:29
     21    0.0%    0.0%  Builtin: ObjectAssign
     20    0.0%    0.0%  JS: *fromOptions /home/adrian/Brokeify/server/node_modules/mongodb/lib/read_preference.js:76:23
     20    0.0%    0.0%  JS: *cloneArray /home/adrian/Brokeify/server/node_modules/mongoose/lib/helpers/clone.js:177:20
     20    0.0%    0.0%  JS: *Subdocument.markModified /home/adrian/Brokeify/server/node_modules/mongoose/lib/types/subdocument.js:165:46
     20    0.0%    0.0%  JS: *SchemaNumber.castForQuery /home/adrian/Brokeify/server/node_modules/mongoose/lib/schema/number.js:424:47
     20    0.0%    0.0%  Builtin: RegExpReplace
     20    0.0%    0.0%  Builtin: NewStrictArgumentsElements
     20    0.0%    0.0%  Builtin: JSEntryTrampoline
     19    0.0%    0.0%  JS: *get isMongoClient /home/adrian/Brokeify/server/node_modules/mongodb/lib/mongo_client.js:81:30
     19    0.0%    0.0%  JS: *_runParsingLoop file:///home/adrian/Brokeify/server/node_modules/parse5/dist/tokenizer/index.js:205:20
     19    0.0%    0.0%  Builtin: ErrorConstructor
     19    0.0%    0.0%  Builtin: CallSitePrototypeToString
     19    0.0%    0.0%  Builtin: CallForwardVarargs
     19    0.0%    0.0%  Builtin: ArrayConstructor
     18    0.0%    0.0%  JS: *idGetter /home/adrian/Brokeify/server/node_modules/mongoose/lib/helpers/schema/idGetter.js:28:18
     18    0.0%    0.0%  JS: *MongooseArray /home/adrian/Brokeify/server/node_modules/mongoose/lib/types/array/index.js:33:23
     18    0.0%    0.0%  JS: *CursorResponse /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/wire_protocol/responses.js:155:16
     18    0.0%    0.0%  JS: *<anonymous> /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:1375:25
     18    0.0%    0.0%  Builtin: ConstructFunctionForwardVarargs
     18    0.0%    0.0%  Builtin: ArrayPrototypePush
     18    0.0%    0.0%  Builtin: ArrayIndexOf
     17    0.0%    0.0%  JS: *slice node:buffer:635:12
     17    0.0%    0.0%  JS: *resume_ node:internal/streams/readable:1254:17
     17    0.0%    0.0%  Builtin: WeakSetConstructor
     17    0.0%    0.0%  Builtin: DefineNamedOwnIC
     17    0.0%    0.0%  Builtin: Call_ReceiverIsNullOrUndefined_Baseline_Compact
     17    0.0%    0.0%  Builtin: BaselineLeaveFrame
     17    0.0%    0.0%  Builtin: Add_Baseline
     16    0.0%    0.0%  JS: *select /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:1085:41
     16    0.0%    0.0%  JS: *read file:///home/adrian/Brokeify/server/db/controllers/InvestmentController.js:57:15
     16    0.0%    0.0%  JS: *get node:internal/util:661:17
     16    0.0%    0.0%  JS: *get encryptedBatch /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/wire_protocol/responses.js:184:23
     16    0.0%    0.0%  JS: *MongoDBNamespace /home/adrian/Brokeify/server/node_modules/mongodb/lib/utils.js:259:16
     16    0.0%    0.0%  Builtin: AsyncFunctionEnter
     16    0.0%    0.0%  Builtin: ArrayPrototypeConcat
     15    0.0%    0.0%  JS: *validate /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3938:51
     15    0.0%    0.0%  JS: *read file:///home/adrian/Brokeify/server/db/controllers/DistributionController.js:80:15
     15    0.0%    0.0%  Builtin: LessThanOrEqual
     15    0.0%    0.0%  Builtin: ExtractFastJSArray
     15    0.0%    0.0%  Builtin: BigIntShiftLeftNoThrow
     14    0.0%    0.0%  JS: ^_castArrayFilters /home/adrian/Brokeify/server/node_modules/mongoose/lib/helpers/update/castArrayFilters.js:31:27
     14    0.0%    0.0%  JS: *set /home/adrian/Brokeify/server/node_modules/mongoose/lib/helpers/model/discriminator.js:138:20
     14    0.0%    0.0%  JS: *read file:///home/adrian/Brokeify/server/db/controllers/InvestmentTypeController.js:55:15
     14    0.0%    0.0%  JS: *createPool node:buffer:154:20
     14    0.0%    0.0%  JS: *NumberUtils.setFloat64LE /home/adrian/Brokeify/server/node_modules/bson/lib/bson.cjs:573:11
     14    0.0%    0.0%  Builtin: StringToLowerCaseIntl
     14    0.0%    0.0%  Builtin: PromiseGetCapabilitiesExecutor
     14    0.0%    0.0%  Builtin: ArrayIncludesSmi
     13    0.0%    0.0%  JS: ^selectPopulatedFields /home/adrian/Brokeify/server/node_modules/mongoose/lib/helpers/query/selectPopulatedFields.js:10:48
     13    0.0%    0.0%  JS: *fromHex /home/adrian/Brokeify/server/node_modules/bson/lib/bson.cjs:270:12
     13    0.0%    0.0%  JS: *exports.isMongooseArray /home/adrian/Brokeify/server/node_modules/mongoose/lib/types/array/isMongooseArray.js:3:35
     13    0.0%    0.0%  JS: *castUpdateVal /home/adrian/Brokeify/server/node_modules/mongoose/lib/helpers/query/castUpdate.js:538:23
     13    0.0%    0.0%  Builtin: ToLength
     12    0.0%    0.0%  JS: ^deepEqual /home/adrian/Brokeify/server/node_modules/mongoose/lib/utils.js:78:39
     12    0.0%    0.0%  JS: *update file:///home/adrian/Brokeify/server/db/controllers/EventController.js:94:17
     12    0.0%    0.0%  JS: *get length /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/wire_protocol/responses.js:181:15
     12    0.0%    0.0%  JS: *checkListener node:events:275:23
     12    0.0%    0.0%  JS: *Query._validateOp /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:486:39
     12    0.0%    0.0%  Builtin: MapIteratorPrototypeNext
     12    0.0%    0.0%  Builtin: Call_ReceiverIsNotNullOrUndefined_Baseline_Compact
     12    0.0%    0.0%  Builtin: ArrayPrototypeValues
     12    0.0%    0.0%  Builtin: ArrayPrototypeSlice
     12    0.0%    0.0%  Builtin: ArrayConcat
     11    0.0%    0.0%  RegExp: \.\$(\[[^\]]*\])?(?=\.)
     11    0.0%    0.0%  JS: ^Schema.path /home/adrian/Brokeify/server/node_modules/mongoose/lib/schema.js:1046:33
     11    0.0%    0.0%  JS: *set /home/adrian/Brokeify/server/node_modules/mongoose/lib/helpers/document/compile.js:204:20
     11    0.0%    0.0%  JS: *processInvestmentEvents file:///home/adrian/Brokeify/server/computation/simulator.js:785:46
     11    0.0%    0.0%  JS: *get file:///home/adrian/Brokeify/server/db/models/Investment.js:32:48
     11    0.0%    0.0%  JS: *Socket.read node:net:772:33
     11    0.0%    0.0%  Builtin: RegExpSplit
     11    0.0%    0.0%  Builtin: HandleApiConstruct
     11    0.0%    0.0%  Builtin: BigIntShiftRightNoThrow
     11    0.0%    0.0%  Builtin: ArrayConstructorImpl
     10    0.0%    0.0%  JS: *calculateTaxes file:///home/adrian/Brokeify/server/computation/simulator.js:486:31
     10    0.0%    0.0%  JS: *applySchemaTypeTransforms /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:4245:35
     10    0.0%    0.0%  JS: *Query._mergeUpdate /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3844:40
     10    0.0%    0.0%  Builtin: WeakCollectionSet
     10    0.0%    0.0%  Builtin: ToName
     10    0.0%    0.0%  Builtin: ToBigIntConvertNumber
     10    0.0%    0.0%  Builtin: Multiply_Baseline
     10    0.0%    0.0%  Builtin: FastNewClosure
      9    0.0%    0.0%  RegExp: \.\d+(\.|$)
      9    0.0%    0.0%  JS: *modifiedPaths /home/adrian/Brokeify/server/node_modules/mongoose/lib/helpers/common.js:72:23
      9    0.0%    0.0%  JS: *get file:///home/adrian/Brokeify/server/db/models/Event.js:20:43
      9    0.0%    0.0%  JS: *defaultFn /home/adrian/Brokeify/server/node_modules/mongoose/lib/schema/array.js:119:31
      9    0.0%    0.0%  JS: *<anonymous> /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3484:53
      9    0.0%    0.0%  Builtin: StringAddConvertRight
      9    0.0%    0.0%  Builtin: HandleApiCallOrConstruct
      9    0.0%    0.0%  Builtin: GreaterThanOrEqual
      9    0.0%    0.0%  Builtin: CallFunctionForwardVarargs
      8    0.0%    0.0%  JS: ^<anonymous> /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:1375:25
      8    0.0%    0.0%  JS: *getInt32LE /home/adrian/Brokeify/server/node_modules/bson/lib/bson.cjs:468:15
      8    0.0%    0.0%  JS: *fromOptions /home/adrian/Brokeify/server/node_modules/mongodb/lib/read_concern.js:35:23
      8    0.0%    0.0%  JS: *_applyTranslateAliases /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:2767:73
      8    0.0%    0.0%  JS: *Subdocument.$markValid /home/adrian/Brokeify/server/node_modules/mongoose/lib/types/subdocument.js:210:44
      8    0.0%    0.0%  Builtin: RegExpExecAtom
      8    0.0%    0.0%  Builtin: ObjectPrototypeToString
      8    0.0%    0.0%  Builtin: InstanceOf_Baseline
      8    0.0%    0.0%  Builtin: ForInNext
      8    0.0%    0.0%  Builtin: FastNewFunctionContextFunction
      8    0.0%    0.0%  Builtin: AsyncGeneratorReturnResolveClosure
      8    0.0%    0.0%  Builtin: ArrayNoArgumentConstructor_PackedSmi_DisableAllocationSites
      7    0.0%    0.0%  JS: *hrtime node:internal/process/per_thread:71:16
      7    0.0%    0.0%  JS: *getMapPath /home/adrian/Brokeify/server/node_modules/mongoose/lib/schema.js:1312:20
      7    0.0%    0.0%  JS: *applyVirtuals /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:4084:23
      7    0.0%    0.0%  JS: *Schema.virtualpath /home/adrian/Brokeify/server/node_modules/mongoose/lib/schema.js:2475:40
      7    0.0%    0.0%  JS: *<anonymous> file:///home/adrian/Brokeify/server/computation/simulator.js:200:33
      7    0.0%    0.0%  Builtin: SubString
      7    0.0%    0.0%  Builtin: ProxyConstructor
      7    0.0%    0.0%  Builtin: MultiplySmi_Baseline
      7    0.0%    0.0%  Builtin: CallIteratorWithFeedback
      6    0.0%    0.0%  JS: ^sendCommand /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/connection.js:261:23
      6    0.0%    0.0%  JS: ^processInvestmentEvents file:///home/adrian/Brokeify/server/computation/simulator.js:785:46
